Article Number,Description,Identifier,Keywords,Price,Price quantity,Prices+,Sold individually,height,length,operatingWeight,productType,weight,width,description
YD00007026,,NAME-PLATE (FUSE BOX),,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi name plate (fuse box) spare part designed for durability and compatibility with various construction machinery models.
YD00000829,,RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber spare part designed for durability and performance in construction machinery, compatible with various models."
YD00012616,,KIT;SEAL,,15522.0 INR:N::1 EA::,1.0,15522.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi seal kit (P/N: KIT;SEAL) designed for optimal sealing performance in compatible construction machinery models.
YD00005808,,** VALVE,,719.8 INR:N::1 EA::,1.0,719.8 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi VALVE spare part designed for optimal performance in construction machinery, compatible with various models for reliable operation."
YD00001857,,HOSE;SUCTION,,1644.92 INR:N::1 EA::,1.0,1644.92 INR:N::1 EA::,True,,,,SpareParts,,,"""Durable Tata Hitachi suction hose (P/N: HOSE;SUCTION) designed for high-performance suction applications in compatible construction machinery models."""
YD40000521,,ROD;PUSH,,,1.0,,True,,,,SpareParts,,,"""Durable Tata Hitachi push rod (P/N: ROD;PUSH) designed for high-performance applications in compatible construction machinery models."""
YD00001167,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery, compatible with various models."
YD00000537,,* HINGE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi hinge (P/N: HINGE) for enhanced durability and smooth operation in compatible construction machinery models.
YD00008867,,* SECTION (BUCKET),,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi bucket section (P/N: SECTION (BUCKET)) designed for durability and precise fit in compatible construction machinery models.
YD40000242,,BRACKET,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part bracket designed for durability and precise fit, compatible with various construction machinery models."
YD60002762,,ASSY;HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi hose assembly (P/N: ASSY;HOSE) designed for durability and precise fit in compatible construction machinery models.
YD00002777,,NAME-PLATE,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi NAME-PLATE spare part, designed for compatibility with specific construction machinery models, ensuring durability and reliability in operation."
YD00003584,,CARRIER,,8761.5 INR:N::1 EA::,1.0,8761.5 INR:N::1 EA::,True,,,,SpareParts,,,"""Tata Hitachi CARRIER (P/N: nan) for heavy-duty construction machinery, engineered for reliable performance in compatible models."""
YD00004459,,COOLER;OIL,,94626.56 INR:N::1 EA::,1.0,94626.56 INR:N::1 EA::,True,,,,SpareParts,,,High-performance Tata Hitachi oil cooler (P/N: COOLER;OIL) designed for enhanced cooling efficiency in compatible construction machinery models.
YD00001051,,DUCT,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi DUCT spare part designed for optimal performance in compatible construction machinery models.
YD00004901,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing efficiency in compatible construction machinery models.
YD00004422,,GEAR;PLANETARY,,2400.12 INR:N::1 EA::,1.0,2400.12 INR:N::1 EA::,True,,,,SpareParts,,,"""High-quality Tata Hitachi planetary gear (P/N: GEAR;PLANETARY) for enhanced performance in compatible construction machinery models."""
YD60002754,,ASSY;HOSE,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for optimal fluid transfer, compatible with various models for reliable performance."
YD00003508,,SEAL;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for superior sealing performance in compatible construction machinery models.
YD40001788,,BRACKET,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi SpareParts bracket designed for durability and precise fitment in compatible construction machinery models.
YD00001436,,COVER,,14465.62 INR:N::1 EA::,1.0,14465.62 INR:N::1 EA::,True,,,,SpareParts,,,"""Durable Tata Hitachi COVER (P/N: nan) for SpareParts, designed for reliable performance in compatible construction machinery models."""
YD40000764,,BRACKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part BRACKET designed for durability and precise fitment in compatible construction machinery models.
YD60005201,,ASSY;HOSE,,863.76 INR:N::1 EA::,1.0,863.76 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible models.
YD00000961,,REST;ARM,,,1.0,,True,,,,SpareParts,,,"""Tata Hitachi REST;ARM spare part designed for enhanced stability and performance in compatible construction machinery models."""
YD00001854,,VALVE;CONTROL,,,1.0,,True,,,,SpareParts,,,"""High-quality Tata Hitachi control valve (P/N: VALVE;CONTROL) for precise equipment operation, compatible with various construction machinery models."""
YD40000877,,STAY,,,1.0,,True,,,,SpareParts,,,"""Durable Tata Hitachi STAY spare part designed for enhanced stability and longevity in compatible construction machinery models."""
YD00005408,,WASHER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery washer for enhanced equipment reliability and performance in compatible models.
YD60005370,,ASSY;HOSE,,2597.18 INR:N::1 EA::,1.0,2597.18 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible machine models.
YD00002111,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance for various machine models."
YD00003300,,HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part HOSE designed for durability and precise fit in compatible construction machinery models.
YD60005307,,ASSY;HOSE,,3360.64 INR:N::1 EA::,1.0,3360.64 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi hose assembly (P/N: ASSY;HOSE) designed for durability and precise fit in compatible construction machinery models.
YD60005300,,ASSY;HOSE,,1654.36 INR:N::1 EA::,1.0,1654.36 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible machine models.
YD40000543,,BRACKET,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part bracket designed for durability and precise fitment in compatible construction machinery models.
YD00000862,,CONDENSER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi CONDENSER spare part designed for efficient cooling in compatible construction machinery models.
YD00002112,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance for various machine models."
YD00000826,,COVER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fit, compatible with select Tata Hitachi construction machinery models."
YD00000508,,* SECTION (ARM),,167206.0 INR:N::1 EA::,1.0,167206.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi arm section (P/N: SECTION (ARM)) for enhanced structural integrity in compatible construction machinery models.
YD00002123,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in compatible construction machinery models.
YD00006606,,SEAL;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance for various compatible machine models."
YD60005299,,ASSY;HOSE,,1616.6 INR:N::1 EA::,1.0,1616.6 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for superior performance and reliability in compatible machine models.
YD00006611,,PLATE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part PLATE designed for durability and precision, compatible with various construction machinery models."
YD00007068,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precision fit in compatible construction machinery models.
YD40002669,,PIPE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part PIPE designed for durability and precision performance in compatible construction machinery models.
YD00005390,,* SEAL,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi SEAL spare part for enhanced equipment performance and longevity in construction machinery applications.
YD00007105,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precision fit in compatible construction machinery models.
YD60003301,,ASSY;HOSE,,745.76 INR:N::1 EA::,1.0,745.76 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi hose assembly (P/N: ASSY;HOSE) designed for durability and precise fit in compatible construction machinery models.
YD00003070,,HARNESS;WIRE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi wire harness (P/N: HARNESS;WIRE) designed for precise electrical connectivity in Tata Hitachi construction machinery models.
YD00001322,,PLATE,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part PLATE for construction machinery, designed for durability and compatibility with various models."
YD00005413,,SEAL,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi SEAL (P/N: nan) for SpareParts, designed for durability and precision in compatible construction machinery models."
YD00000000,,WRENCH;FILTER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi wrench-filter (P/N: WRENCH;FILTER) for maintenance of compatible construction machinery, ensuring efficient filtration and equipment longevity."
YD40002673,,PIPE,,17829.8 INR:N::1 EA::,1.0,17829.8 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part PIPE for construction machinery, designed for durability and compatibility with various models."
YD00007066,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery; compatible with various models.
YD00006907,,HARNESS;WIRE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi wire harness (P/N: HARNESS;WIRE) designed for optimal electrical connectivity in Tata Hitachi construction machinery models.
YD40001318,,COVER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fitment, compatible with select construction machinery models."
YD00002406,,INSULATOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for durability and optimal performance in compatible construction machinery models.
YD40001652,,PIPE;EXHAUST,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi exhaust pipe (P/N: PIPE;EXHAUST) designed for durability and optimal performance in compatible construction machinery models.
YD40001399,,BRACKET,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi SpareParts bracket designed for durability and precise fit in compatible construction machinery models.
YD00007183,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing reliable sealing performance in compatible machine models."
YD60003292,,ASSY;HOSE,,3670.0 INR:N::1 EA::,1.0,3670.0 INR:N::1 EA::,True,,,,SpareParts,,,"""High-quality Tata Hitachi ASSY;HOSE spare part designed for precise fit and durability in compatible construction machinery models."""
YD00006693,,COVER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fit, compatible with select construction machinery models."
YD00000108,,COVER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER (P/N: nan) for SpareParts, designed for durability and precise fit in compatible construction machinery models."
YD60003300,,ASSY;HOSE,,703.28 INR:N::1 EA::,1.0,703.28 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible models.
YD40000756,,SUPPORT,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"""Durable Tata Hitachi SUPPORT spare part, designed for high-performance and compatibility with various construction machinery models."""
YD00013675,,BELT; FAN,,4960.72 INR:N::1 EA::,1.0,4960.72 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi fan belt (P/N: BELT; FAN) designed for durability and optimal performance in Tata Hitachi construction machinery.
YD00011153,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precision fit in compatible construction machinery models.
YD00005362,,LAMP;ROOM,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part (P/N: LAMP;ROOM) for enhanced illumination in construction machinery cabins, compatible with select Tata Hitachi models."
YD00007383,,ENGINE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-performance Tata Hitachi engine (P/N: ENGINE) for enhanced power and efficiency in Tata Hitachi construction machinery models.
YD00002061,,PROTECTOR;HOSE,,,1.0,,True,,,,SpareParts,,,"""Durable Tata Hitachi hose protector (P/N: PROTECTOR;HOSE) designed for enhanced hose longevity in construction machinery applications."""
YD00001191,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precision fit in compatible construction machinery models.
YD00007437,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and optimal performance in compatible construction machinery models.
YD00004583,,RUBBER;CUSHION,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery rubber cushion (P/N: RUBBER;CUSHION) for enhanced vibration damping in compatible machine models.
YD40000410,,BRACKET,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi SpareParts bracket designed for durability and precise fitment, compatible with various construction machinery models."
YD40001326,,SUPPORT,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"""Durable Tata Hitachi SUPPORT spare part designed for enhanced stability and longevity in compatible construction machinery models."""
YD00007178,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery; compatible with various models.
YD00005405,,BUSHING;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber bushing (P/N: BUSHING;RUBBER) for enhanced durability and performance in construction machinery applications.
YD60003315,,ASSY;HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible machine models.
YD40000241,,BRACKET,,15014.32 INR:N::1 EA::,1.0,15014.32 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part BRACKET designed for durability and precise fit in compatible construction machinery models.
YD40000744,,PIPE;SUCTION,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi suction pipe (P/N: PIPE;SUCTION) designed for efficient fluid intake in compatible construction machinery models.
YD00002712,,INSULATOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for durability and optimal performance in compatible construction machinery models.
YD00002698,,INSULATOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for enhanced machine performance and longevity in construction machinery models.
YD00001324,,SOCKET,,9028.18 INR:N::1 EA::,1.0,9028.18 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi SOCKET spare part designed for durability and precise fit in compatible construction machinery models.
YD60005303,,ASSY;HOSE,,2534.64 INR:N::1 EA::,1.0,2534.64 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible machine models.
YD00000922,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in compatible construction machinery models.
YD00003105,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance for various equipment models."
YD00003082,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced equipment performance and longevity in construction machinery applications.
YD00003100,,INSULATOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for durability and optimal performance in Tata Hitachi construction machinery models.
YD60003308,,ASSY;HOSE,,822.46 INR:N::1 EA::,1.0,822.46 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible models.
YD00004132,,TAPE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part TAPE for enhanced performance and longevity in compatible construction machinery models.
YD00007194,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in compatible construction machinery models.
YD00004949,,BUSHING;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber bushing (P/N: BUSHING;RUBBER) for enhanced durability and performance in construction machinery applications.
YD40000421,,BRACKET,,,1.0,,True,,,,SpareParts,,,"""High-quality Tata Hitachi BRACKET (P/N: nan) designed for durability and precise fit in compatible construction machinery models."""
YD00006225,,SEAL;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing efficiency in compatible construction machinery models.
YD00004962,,* GLASS,,,1.0,,True,,,,SpareParts,,,"""Durable Tata Hitachi tempered glass (P/N: GLASS) for enhanced visibility and safety in construction machinery cabs."""
YD00003029,,VALVE;PILOT,,41923.04 INR:N::1 EA::,1.0,41923.04 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi pilot valve (P/N: VALVE;PILOT) designed for precise control in compatible construction machinery models.
YD00007094,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precision fit in compatible construction machinery models.
YD00003111,,INSULATOR,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi INSULATOR spare part for enhanced machine insulation, compatible with various construction machinery models for reliable performance."
YD00001107,,SEAL;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precise fit in compatible construction machinery models.
YD00001086,,HOSE;COOLER(RECEIVER DRYER-UNIT),,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi cooler hose (P/N: HOSE;COOLER) for efficient heat exchange in compatible construction machinery models.
YD00005377,,TRIM,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi TRIM spare part designed for durability and performance in compatible construction machinery models.
YD00000063,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery; compatible with various models.
YD00011149,,INSULATOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for durability and optimal performance in compatible construction machinery models.
YD00008969,,BOLT,,,1.0,,True,,,,SpareParts,,,"High-strength Tata Hitachi spare bolt (P/N: BOLT) for robust assembly in Tata Hitachi construction machinery, ensuring secure and reliable equipment operation."
YD00003410,,RELAY,,1633.12 INR:N::1 EA::,1.0,1633.12 INR:N::1 EA::,True,,,,SpareParts,,,"""Authentic Tata Hitachi RELAY spare part, engineered for reliable electrical control in compatible construction machinery models."""
YD00000531,,VALVE;RELIEF,,,1.0,,True,,,,SpareParts,,,"""High-quality Tata Hitachi relief valve (P/N: VALVE;RELIEF) for efficient pressure regulation in compatible construction machinery models."""
YD60003299,,ASSY;HOSE,,771.72 INR:N::1 EA::,1.0,771.72 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency and reliability in compatible models.
YD40002057,,PIPE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part PIPE designed for durability and precision, compatible with various construction machinery models for reliable performance."
YD60005280,,ASSY;HOSE,,3863.32 INR:N::1 EA::,1.0,3863.32 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency and reliability in compatible models.
YD40000689,,BRACKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part BRACKET designed for durability and precision, compatible with various construction machinery models."
YD00008885,Applicable Cylinder Part No YD00006750,KIT_SEAL,,11045.98 INR:N::1 EA::,1.0,11045.98 INR:N::1 EA::,True,150.0,150.0,1.0,SpareParts,0.2,40.0,"High-quality Tata Hitachi KIT_SEAL for YD00006750 cylinder part, ensuring superior sealing performance in construction machinery."
YD00008941,,** VALVE;RELIEF,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi relief valve (P/N: ** VALVE;RELIEF) for enhanced pressure control in compatible construction machinery models.
YD00000528,,HARNESS;WIRE,,94014.14 INR:N::1 EA::,1.0,94014.14 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi wire harness (P/N: HARNESS;WIRE) designed for reliable electrical connectivity in Tata Hitachi construction machinery models.
YD60003291,,ASSY;HOSE,,4542.0 INR:N::1 EA::,1.0,4542.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi ASSY;HOSE spare part designed for durability and performance in compatible construction machinery models.
YD40002466,,CLAMP;HOSE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi hose clamp (P/N: CLAMP;HOSE) for enhanced durability and secure hose connections in construction machinery.
YD00003691,,WASHER;NYLON,,,1.0,,True,,,,SpareParts,,,"""Durable nylon washer (P/N: WASHER;NYLON) for Tata Hitachi construction machinery, providing reliable fastening and wear resistance in various applications."""
YD00000436,,RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber spare part designed for durability and performance in construction machinery, compatible with various models."
YD00007241,,SENSOR;THERMO,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi THERMO SENSOR (P/N: SENSOR;THERMO) for precise temperature monitoring in compatible construction machinery models.
YD00005461,LOWER ROLLER,ROLLERLOWER,,20755.0 INR:N::1 EA::,1.0,20755.0 INR:N::1 EA::,True,,,1.0,SpareParts,,,"""Durable Tata Hitachi LOWER ROLLER (P/N: ROLLERLOWER) for enhanced stability and longevity in compatible construction machinery models."""
YD00003316,,COVER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fit, compatible with select construction machinery models."
YD00004426,,GEAR;SUN,,4028.52 INR:N::1 EA::,1.0,4028.52 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi sun gear (P/N: GEAR;SUN) designed for durability and precise operation in compatible construction machinery models.
YD00009378,,MOTOR;OIL,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-performance Tata Hitachi oil motor (P/N: MOTOR;OIL) designed for enhanced lubrication efficiency in compatible construction machinery models.
YD40001970,,BRACKET,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part BRACKET designed for durability and precise fit, compatible with various construction machinery models."
YD40001397,,PEDAL,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part PEDAL designed for durability and precision, compatible with various construction machinery models."
YD00005054,,NAME-PLATE,,,1.0,,True,,,,SpareParts,,,"""Authentic Tata Hitachi NAME-PLATE spare part, designed for precise fit and durable performance in compatible construction machinery models."""
YD00002054,,BRACKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part BRACKET designed for durability and precise fit, compatible with various construction machinery models."
YD00004601,,HOSE(LABEL;YP),,2478.0 INR:N::1 EA::,1.0,2478.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi hose (P/N: YP) with durable label for improved machine performance and longevity in construction applications.
YD40002465,,CLAMP;HOSE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi CLAMP;HOSE spare part designed for durability and precise fit on compatible construction machinery models.
YD00011198,,PACKING;SEAL,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi PACKING;SEAL spare part for sealing applications, ensuring superior performance in compatible construction machinery models."
YD00007179,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precision fit in compatible construction machinery models.
YD60003390,,GRILLE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi GRILLE spare part designed for durability and precise fitment on compatible construction machinery models.
YD40002668,,PIPE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part PIPE designed for optimal performance in compatible construction machinery models.
YD00004073,,FRAME,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi FRAME spare part designed for durability and precision, compatible with various construction machinery models for reliable performance."
YD40000326,,BRACKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"""Durable Tata Hitachi SpareParts bracket designed for precise fit and support in compatible construction machinery models."""
YD00006404,,PLATE,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part (P/N: PLATE) designed for durability and precision, compatible with various construction machinery models."
YD00006605,,SEAL;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in compatible construction machinery models.
YD00004959,,* DOOR,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part DOOR for construction machinery, designed for durability and compatibility with various machine models."
YD00005257,,TRIM;SEAL,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi TRIM;SEAL spare part designed for superior sealing performance in compatible construction machinery models.
YD00003283,,HOSE,,2579.48 INR:N::1 EA::,1.0,2579.48 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare hose (P/N: HOSE) for efficient fluid transfer in compatible construction machinery models.
YD00000996,,COVER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fit, compatible with various construction machinery models."
YD40001481,,TANK;OIL,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi oil tank (P/N: TANK;OIL) designed for durability and optimal performance in compatible construction machinery models.
